measured_on,Natural Gas - Fuel Cell - Natural Gas - Generation,Natural Gas - Fuel Cell - Natural Gas - Quantity Consumed For Electricity,Natural Gas - Fuel Cell - Natural Gas - Total Fuel Consumed
2018-01-01,909.629,6130.0,6130.0
2018-02-01,798.675,5381.0,5381.0
2018-03-01,830.65,5597.0,5597.0
2018-04-01,625.134,4212.0,4212.0
2018-05-01,570.659,3845.0,3845.0
2018-06-01,780.638,5259.0,5259.0
2018-07-01,1362.209,9178.0,9178.0
2018-08-01,1260.164,8490.0,8490.0
2018-09-01,1014.182,6833.0,6833.0
2018-10-01,1133.625,7638.0,7638.0
2018-11-01,1013.417,6828.0,6828.0
2018-12-01,1021.018,6879.0,6879.0
2019-01-01,886.875,6635.0,6635.0
2019-02-01,822.321,6155.0,6155.0
2019-03-01,717.104,5368.0,5368.0
2019-04-01,503.19,3766.0,3766.0
2019-05-01,433.606,3246.0,3246.0
2019-06-01,579.809,4340.0,4340.0
2019-07-01,914.013,6841.0,6841.0
2019-08-01,1073.618,8036.0,8036.0
2019-09-01,944.704,7071.0,7071.0
2019-10-01,967.581,7242.0,7242.0
2019-11-01,948.944,7102.0,7102.0
2019-12-01,984.235,7366.0,7366.0
2020-01-01,767.211,5769.0,5769.0
2020-02-01,677.52,5095.0,5095.0
2020-03-01,752.092,5656.0,5656.0
2020-04-01,531.88,4000.0,4000.0
2020-05-01,500.111,3761.0,3761.0
2020-06-01,703.512,5291.0,5291.0
2020-07-01,984.139,7401.0,7401.0
2020-08-01,1223.845,9204.0,9204.0
2020-09-01,1065.778,8014.0,8014.0
2020-10-01,1106.838,8323.0,8323.0
2020-11-01,884.103,6648.0,6648.0
2020-12-01,979.971,7369.0,7369.0
2021-01-01,811.89,5885.0,5885.0
2021-02-01,688.51,4990.0,4990.0
2021-03-01,740.281,5365.0,5365.0
2021-04-01,656.877,4761.0,4761.0
2021-05-01,686.521,4976.0,4976.0
2021-06-01,938.778,6804.0,6804.0
2021-07-01,1295.495,9391.0,9391.0
2021-08-01,1182.831,8574.0,8574.0
2021-09-01,1006.45,7294.0,7294.0
2021-10-01,959.456,6955.0,6955.0
2021-11-01,881.787,6391.0,6391.0
2021-12-01,910.124,6597.0,6597.0
2022-01-01,827.76,58723.0,58723.0
2022-02-01,687.262,48756.0,48756.0
2022-03-01,635.9,45113.0,45113.0
2022-04-01,651.374,46210.0,46210.0
2022-05-01,597.746,42406.0,42406.0
2022-06-01,812.975,57675.0,57675.0
2022-07-01,1086.053,77048.0,77048.0
2022-08-01,1310.467,92969.0,92969.0
2022-09-01,1201.04,85206.0,85206.0
2022-10-01,1102.97,78248.0,78248.0
2022-11-01,1012.888,71857.0,71857.0
2022-12-01,1119.565,79425.0,79425.0
2023-01-01,948.74,7065.0,7065.0
2023-02-01,808.142,6017.0,6017.0
2023-03-01,776.728,5783.0,5783.0
2023-04-01,606.787,4519.0,4519.0
2023-05-01,393.013,2926.0,2926.0
2023-06-01,517.023,3850.0,3850.0
2023-07-01,1196.807,8912.0,8912.0
2023-08-01,1207.602,8992.0,8992.0
2023-09-01,854.774,6364.0,6364.0
2023-10-01,1043.838,7772.0,7772.0
2023-11-01,980.569,7302.0,7302.0
2023-12-01,1103.977,8220.0,8220.0
2024-01-01,896.0,6652.0,6652.0
2024-02-01,933.0,6692.0,6692.0
2024-03-01,990.0,7089.0,7089.0
2024-04-01,930.0,6695.0,6695.0
2024-05-01,929.0,6724.0,6724.0
2024-06-01,896.0,6495.0,6495.0
2024-07-01,914.0,6724.0,6724.0
2024-08-01,939.0,6812.0,6812.0
2024-09-01,955.0,6920.0,6920.0
2024-10-01,965.0,6999.0,6999.0
2024-11-01,906.0,6578.0,6578.0
2024-12-01,939.0,6805.0,6805.0
