measured_on,Wood Waste Solids Generation,Wood Waste Solids Quantity Consumed For Electricity,Wood Waste Solids Total Fuel Consumed
2011-02-01,9840.0,225139.0,225139.0
2011-03-01,9281.0,212309.0,212309.0
2011-04-01,5787.0,122285.0,122285.0
2011-05-01,10071.0,227674.0,227674.0
2011-06-01,10395.0,228694.0,228694.0
2011-07-01,11703.0,267766.0,267766.0
2011-08-01,10684.0,244499.0,244499.0
2011-09-01,9646.0,220686.0,220686.0
2011-10-01,10851.0,287338.0,287338.0
2011-11-01,6931.0,158576.0,158576.0
2011-12-01,12399.0,283818.0,283818.0
2012-01-01,11974.0,273962.0,273962.0
2012-02-01,10436.0,248776.0,248776.0
2012-03-01,10495.0,215846.0,215846.0
2012-04-01,5734.0,283888.0,283888.0
2012-05-01,6486.0,148403.0,148403.0
2012-06-01,10833.0,247861.0,247861.0
2012-07-01,12255.0,280386.0,280386.0
2012-08-01,11618.0,265830.0,265830.0
2012-09-01,10402.0,238005.0,238005.0
2012-10-01,5185.0,118624.0,118624.0
2012-11-01,0.0,0.0,0.0
2012-12-01,0.0,0.0,0.0
