measured_on,Wood Waste Solids Generation,Wood Waste Solids Quantity Consumed For Electricity,Wood Waste Solids Total Fuel Consumed
2001-01-01,12114.0,267767.0,267767.0
2001-02-01,10346.0,228633.0,228633.0
2001-03-01,10347.0,228650.0,228650.0
2001-04-01,8631.0,190740.0,190740.0
2001-05-01,1447.0,29512.0,29512.0
2001-06-01,12717.0,259420.0,259420.0
2001-07-01,12448.0,253929.0,253929.0
2001-08-01,12511.0,255221.0,255221.0
2001-09-01,11901.0,242777.0,242777.0
2001-10-01,12423.0,285107.0,285107.0
2001-11-01,11917.0,273479.0,273479.0
2001-12-01,11355.0,260593.0,260593.0
2002-01-01,10454.0,239921.0,239921.0
2002-02-01,8243.0,199903.0,199903.0
2002-03-01,8486.0,240380.0,240380.0
2002-04-01,9318.0,226117.0,226117.0
2002-05-01,1248.0,25466.0,25466.0
2002-06-01,11217.0,232645.0,232645.0
2002-07-01,12310.0,240669.0,240669.0
2002-08-01,12271.0,239887.0,239887.0
2002-09-01,11763.0,229959.0,229959.0
2002-10-01,9649.0,188649.0,188649.0
2002-11-01,12138.0,226967.0,226967.0
2002-12-01,12253.0,229126.0,229126.0
2003-01-01,10799.0,201943.0,201943.0
2003-02-01,8229.0,167875.0,167875.0
2003-03-01,8187.0,173978.0,173978.0
2003-04-01,8576.0,182240.0,182240.0
2003-05-01,2157.0,45832.0,45832.0
2003-06-01,12466.0,275502.0,275502.0
2003-07-01,13375.0,277338.0,277338.0
2003-08-01,13157.0,250512.0,250512.0
2003-09-01,11766.0,224009.0,224009.0
2003-10-01,8244.0,156978.0,156978.0
2003-11-01,11972.0,227936.0,227936.0
2003-12-01,10233.0,208760.0,208760.0
2004-01-01,11703.677,234626.0,234626.0
2004-02-01,10374.695,207983.0,207983.0
2004-03-01,10984.679,220212.0,220212.0
2004-04-01,10200.269,204487.0,204487.0
2004-05-01,9691.678,194291.0,194291.0
2004-06-01,11554.019,231625.0,231625.0
2004-07-01,12215.112000000001,244879.0,244879.0
2004-08-01,12067.555,241920.0,241920.0
2004-09-01,11486.278,230267.0,230267.0
2004-10-01,11573.988,232026.0,232026.0
2004-11-01,9987.076000000001,200213.0,200213.0
2004-12-01,11463.975,229820.0,229820.0
2005-01-01,10418.841,214812.63,214812.63
2005-02-01,9376.63,193324.63,193324.63
2005-03-01,10009.684,206376.74,206376.74
2005-04-01,9858.14,203252.26,203252.26
2005-05-01,9873.237000000001,203563.53,203563.53
2005-06-01,10223.266,210780.31,210780.31
2005-07-01,10654.794,219677.43,219677.43
2005-08-01,10522.355,216946.84,216946.84
2005-09-01,10153.752,209347.1,209347.1
2005-10-01,10363.383,213669.21,213669.21
2005-11-01,10041.552,207033.79,207033.79
2005-12-01,10225.364,210823.56,210823.56
2006-01-01,10668.917,230671.0,230671.0
2006-02-01,9953.842,215210.0,215210.0
2006-03-01,10224.163,221055.0,221055.0
2006-04-01,8452.687,182754.0,182754.0
2006-05-01,8106.076,175260.0,175260.0
2006-06-01,10054.911,217395.0,217395.0
2006-07-01,10817.212,233877.0,233877.0
2006-08-01,10711.704,231596.0,231596.0
2006-09-01,9668.431,209039.0,209039.0
2006-10-01,9115.39,197082.0,197082.0
2006-11-01,10025.449,216758.0,216758.0
2006-12-01,10032.217,216905.0,216905.0
2007-01-01,9795.0,208148.0,208148.0
2007-02-01,9571.0,203371.0,203371.0
2007-03-01,4824.0,102510.0,102510.0
2007-04-01,9485.0,193494.0,193494.0
2007-05-01,12117.0,247197.0,247197.0
2007-06-01,10178.0,207638.0,207638.0
2007-07-01,11000.0,233750.0,233750.0
2007-08-01,10990.0,233529.0,233529.0
2007-09-01,12126.0,257669.0,257669.0
2007-10-01,7950.0,175695.0,175695.0
2007-11-01,11395.0,251821.0,251821.0
2007-12-01,9497.0,209882.0,209882.0
2008-01-01,11217.0,123209.0,123209.0
2008-02-01,11144.0,122610.0,122610.0
2008-03-01,10382.0,114180.0,114180.0
2008-04-01,3562.0,40762.0,40762.0
2008-05-01,11294.0,124898.0,124898.0
2008-06-01,11224.0,119046.0,119046.0
2008-07-01,11730.0,115614.0,115614.0
2008-08-01,11987.0,116028.0,116028.0
2008-09-01,11264.0,108997.0,108997.0
2008-10-01,8037.0,88308.0,88308.0
2008-11-01,10577.0,116354.0,116354.0
2008-12-01,11582.0,132502.0,132502.0
2009-01-01,12144.0,133593.0,133593.0
2009-02-01,10465.0,119724.0,119724.0
2009-03-01,10004.0,110053.0,110053.0
2009-04-01,11454.0,131041.0,131041.0
2009-05-01,6026.0,68922.0,68922.0
2009-06-01,11172.0,139084.0,139084.0
2009-07-01,11943.0,140554.0,140554.0
2009-08-01,12027.0,136946.0,136946.0
2009-09-01,12108.0,138503.0,138503.0
2009-10-01,8886.0,171670.0,171670.0
2009-11-01,1565.0,133294.0,133294.0
2009-12-01,12455.0,137887.0,137887.0
2010-01-01,5170.0,118272.0,118272.0
2010-02-01,0.0,0.0,0.0
2010-03-01,0.0,0.0,0.0
2010-04-01,0.0,0.0,0.0
2010-05-01,26.0,598.0,598.0
2010-06-01,8501.0,225174.0,225174.0
2010-07-01,8379.0,191699.0,191699.0
2010-08-01,9608.0,236738.0,236738.0
2010-09-01,11441.0,271832.0,271832.0
2010-10-01,11339.0,269403.0,269403.0
2010-11-01,4348.0,103312.0,103312.0
2010-12-01,10662.0,259424.0,259424.0
2011-01-01,10946.0,250430.0,250430.0
