measured_on,Solar Generation,Solar Quantity Consumed For Electricity,Solar Total Fuel Consumed
2014-01-01,5.46,52.0,52.0
2014-02-01,6.226,59.0,59.0
2014-03-01,10.961,104.0,104.0
2014-04-01,12.972,123.0,123.0
2014-05-01,14.902,142.0,142.0
2014-06-01,16.528,157.0,157.0
2014-07-01,15.294,145.0,145.0
2014-08-01,16.549,157.0,157.0
2014-09-01,16.147,154.0,154.0
2014-10-01,14.581,139.0,139.0
2014-11-01,12.117,115.0,115.0
2014-12-01,8.263,79.0,79.0
