measured_on,Hydroelectric - Hydroelectric Turbine (including turbines associated with delivery of water by pipeline) - Hydroelectric Conventional - Generation,Hydroelectric - Hydroelectric Turbine (including turbines associated with delivery of water by pipeline) - Hydroelectric Conventional - Quantity Consumed For Electricity,Hydroelectric - Hydroelectric Turbine (including turbines associated with delivery of water by pipeline) - Hydroelectric Conventional - Total Fuel Consumed
2003-01-01,2250.873,23051.19,23051.19
2003-02-01,1912.717,19588.13,19588.13
2003-03-01,2113.56,21644.97,21644.97
2003-04-01,1833.16,18773.39,18773.39
2003-05-01,1649.574,16893.29,16893.29
2003-06-01,1972.6580000000001,20201.99,20201.99
2003-07-01,2385.083,24425.64,24425.64
2003-08-01,2249.186,23033.91,23033.91
2003-09-01,2090.266,21406.41,21406.41
2003-10-01,2044.085,20933.47,20933.47
2003-11-01,1948.285,19952.39,19952.39
2003-12-01,2201.555,22546.12,22546.12
2004-01-01,1823.625,18276.37,18276.37
2004-02-01,1212.19,12148.57,12148.57
2004-03-01,4452.262000000001,44620.57,44620.57
2004-04-01,2862.264,28685.61,28685.61
2004-05-01,4918.1810000000005,49290.01,49290.01
2004-06-01,2168.058,21728.28,21728.28
2004-07-01,881.1070000000001,8830.45,8830.45
2004-08-01,659.495,6609.46,6609.46
2004-09-01,766.296,7679.82,7679.82
2004-10-01,842.392,8442.45,8442.45
2004-11-01,1272.266,12750.65,12750.65
2004-12-01,2278.864,22838.78,22838.78
2005-01-01,2228.559,22283.36,22283.36
2005-02-01,1926.806,19266.13,19266.13
2005-03-01,2110.735,21105.24,21105.24
2005-04-01,2016.1840000000002,20159.82,20159.82
2005-05-01,1823.817,18236.35,18236.35
2005-06-01,2054.358,20541.53,20541.53
2005-07-01,2205.099,22048.79,22048.79
2005-08-01,1865.79,18656.04,18656.04
2005-09-01,1543.838,15436.84,15436.84
2005-10-01,1317.641,13175.09,13175.09
2005-11-01,1410.1380000000001,14099.97,14099.97
2005-12-01,1726.035,17258.63,17258.63
2006-01-01,1928.535,19129.0,19129.0
