measured_on,"Electricity used for energy storage-Energy Storage, Battery Generation","Electricity used for energy storage-Energy Storage, Battery Quantity Consumed For Electricity","Electricity used for energy storage-Energy Storage, Battery Total Fuel Consumed",Solar-Photovoltaic Generation,Solar-Photovoltaic Quantity Consumed For Electricity,Solar-Photovoltaic Total Fuel Consumed
2023-01-01,0.0,0.0,0.0,0.0,0.0,0.0
2023-02-01,0.0,0.0,0.0,0.0,0.0,0.0
2023-03-01,0.0,0.0,0.0,0.0,0.0,0.0
2023-04-01,0.0,0.0,0.0,0.0,0.0,0.0
2023-05-01,0.0,0.0,0.0,0.0,0.0,0.0
2023-06-01,0.0,0.0,0.0,359.0,1225.0,1225.0
2023-07-01,0.0,0.0,0.0,394.0,1344.0,1344.0
2023-08-01,0.0,0.0,0.0,53.0,181.0,181.0
2023-09-01,0.0,0.0,0.0,153.0,522.0,522.0
2023-10-01,-1.0,0.0,0.0,62.0,212.0,212.0
2023-11-01,-3.0,0.0,0.0,143.0,488.0,488.0
2023-12-01,-5.0,0.0,0.0,85.0,290.0,290.0
2024-01-01,0.0,0.0,0.0,64.0,218.0,218.0
2024-02-01,0.0,0.0,0.0,204.0,696.0,696.0
2024-03-01,0.0,0.0,0.0,101.0,345.0,345.0
2024-04-01,0.0,0.0,0.0,52.0,177.0,177.0
2024-05-01,0.0,0.0,0.0,0.0,0.0,0.0
2024-06-01,-12.0,0.0,0.0,348.0,1187.0,1187.0
2024-07-01,-13.0,0.0,0.0,367.0,1252.0,1252.0
2024-08-01,-13.0,0.0,0.0,303.0,1034.0,1034.0
2024-09-01,-12.0,0.0,0.0,233.0,795.0,795.0
2024-10-01,-7.0,0.0,0.0,298.0,1017.0,1017.0
2024-11-01,-9.0,0.0,0.0,177.0,604.0,604.0
2024-12-01,-3.0,0.0,0.0,109.0,372.0,372.0
