measured_on,Natural Gas-Combustion (Gas) Turbine (including jet engine design) Generation,Natural Gas-Combustion (Gas) Turbine (including jet engine design) Quantity Consumed For Electricity,Natural Gas-Combustion (Gas) Turbine (including jet engine design) Total Fuel Consumed
2010-01-01,0.0,0.0,0.0
2010-02-01,0.0,0.0,0.0
2010-03-01,0.0,0.0,0.0
2010-04-01,0.0,0.0,0.0
2010-05-01,19.451,264.0,264.0
2010-06-01,33.269,450.0,450.0
2010-07-01,39.02,528.0,528.0
2010-08-01,44.261,599.0,599.0
2010-09-01,26.062,353.0,353.0
2010-10-01,18.318,248.0,248.0
2010-11-01,7.548,102.0,102.0
2010-12-01,18.071,245.0,245.0
2011-01-01,30.948,393.0,393.0
2011-02-01,25.355,320.0,320.0
2011-03-01,22.964,290.0,290.0
2011-04-01,22.181,280.0,280.0
2011-05-01,26.807,339.0,339.0
2011-06-01,47.109,595.0,595.0
2011-07-01,59.699,754.0,754.0
2011-08-01,54.884,693.0,693.0
2011-09-01,25.238,319.0,319.0
2011-10-01,26.546,335.0,335.0
2011-11-01,21.913,277.0,277.0
2011-12-01,23.356,295.0,295.0
2012-01-01,127.932,1488.0,1488.0
2012-02-01,133.318,1551.0,1551.0
2012-03-01,85.094,990.0,990.0
2012-04-01,146.322,1702.0,1702.0
2012-05-01,143.436,1668.0,1668.0
2012-06-01,174.901,2035.0,2035.0
2012-07-01,229.018,2664.0,2664.0
2012-08-01,193.936,2256.0,2256.0
2012-09-01,113.519,1320.0,1320.0
2012-10-01,119.348,1388.0,1388.0
2012-11-01,99.187,1154.0,1154.0
2012-12-01,73.989,861.0,861.0
2013-01-01,96.781,1217.0,1217.0
2013-02-01,91.621,1152.0,1152.0
2013-03-01,94.858,1192.0,1192.0
2013-04-01,51.808,651.0,651.0
2013-05-01,57.06,717.0,717.0
2013-06-01,102.255,1285.0,1285.0
2013-07-01,100.612,1265.0,1265.0
2013-08-01,98.087,1233.0,1233.0
2013-09-01,67.661,850.0,850.0
2013-10-01,57.046,717.0,717.0
2013-11-01,42.94,540.0,540.0
2013-12-01,66.271,833.0,833.0
2014-01-01,50.051,637.0,637.0
2014-02-01,29.001,370.0,370.0
2014-03-01,38.844,495.0,495.0
2014-04-01,36.709,468.0,468.0
2014-05-01,41.959,534.0,534.0
2014-06-01,52.244,666.0,666.0
2014-07-01,44.417,566.0,566.0
2014-08-01,50.242,640.0,640.0
2014-09-01,37.379,476.0,476.0
2014-10-01,30.711,391.0,391.0
2014-11-01,25.862,329.0,329.0
2014-12-01,35.581,453.0,453.0
2015-01-01,185.689,2285.0,2285.0
2015-02-01,238.301,2934.0,2934.0
2015-03-01,205.367,2529.0,2529.0
2015-04-01,171.532,2112.0,2112.0
2015-05-01,137.74,1696.0,1696.0
2015-06-01,178.911,2203.0,2203.0
2015-07-01,232.275,2860.0,2860.0
2015-08-01,226.904,2794.0,2794.0
2015-09-01,150.033,1847.0,1847.0
2015-10-01,75.614,931.0,931.0
2015-11-01,100.862,1242.0,1242.0
2015-12-01,126.772,1561.0,1561.0
2016-01-01,519.42,6478.0,6478.0
2016-02-01,345.393,4308.0,4308.0
2016-03-01,693.988,8656.0,8656.0
2016-04-01,624.924,7794.0,7794.0
2016-05-01,673.231,8397.0,8397.0
2016-06-01,955.181,11913.0,11913.0
2016-07-01,927.591,11569.0,11569.0
2016-08-01,948.966,11836.0,11836.0
2016-09-01,527.089,6574.0,6574.0
2016-10-01,527.481,6579.0,6579.0
2016-11-01,651.822,8130.0,8130.0
2016-12-01,409.914,5113.0,5113.0
2017-01-01,909.484,10714.0,10714.0
2017-02-01,1086.625,12799.0,12799.0
2017-03-01,1663.339,19591.0,19591.0
2017-04-01,1817.703,21409.0,21409.0
2017-05-01,1792.385,21111.0,21111.0
2017-06-01,1829.056,21543.0,21543.0
2017-07-01,2379.13,28022.0,28022.0
2017-08-01,1689.408,19898.0,19898.0
2017-09-01,1592.084,18752.0,18752.0
2017-10-01,1575.73,18559.0,18559.0
2017-11-01,895.924,10552.0,10552.0
2017-12-01,1915.132,22557.0,22557.0
2018-01-01,418.728,4951.0,4951.0
2018-02-01,414.997,4907.0,4907.0
2018-03-01,458.196,5418.0,5418.0
2018-04-01,479.94,5675.0,5675.0
2018-05-01,525.152,6210.0,6210.0
2018-06-01,559.89,6620.0,6620.0
2018-07-01,604.76,7151.0,7151.0
2018-08-01,567.771,6714.0,6714.0
2018-09-01,387.378,4581.0,4581.0
2018-10-01,483.178,5713.0,5713.0
2018-11-01,259.319,3066.0,3066.0
2018-12-01,199.691,2361.0,2361.0
2019-01-01,874.595,10059.0,10059.0
2019-02-01,1172.343,13484.0,13484.0
2019-03-01,992.426,11414.0,11414.0
2019-04-01,883.795,10165.0,10165.0
2019-05-01,1038.915,11949.0,11949.0
2019-06-01,1375.607,15821.0,15821.0
2019-07-01,1487.79,17112.0,17112.0
2019-08-01,1562.265,17968.0,17968.0
2019-09-01,1209.288,13909.0,13909.0
2019-10-01,1333.227,15334.0,15334.0
2019-11-01,927.348,10666.0,10666.0
2019-12-01,967.401,11126.0,11126.0
2020-01-01,452.6,4004.0,4004.0
2020-02-01,336.495,2977.0,2977.0
2020-03-01,367.875,3254.0,3254.0
2020-04-01,254.566,2252.0,2252.0
2020-05-01,292.987,2592.0,2592.0
2020-06-01,425.889,3768.0,3768.0
2020-07-01,544.068,4813.0,4813.0
2020-08-01,521.219,4611.0,4611.0
2020-09-01,243.798,2157.0,2157.0
2020-10-01,327.799,2900.0,2900.0
2020-11-01,202.883,1795.0,1795.0
2020-12-01,345.821,3059.0,3059.0
2021-01-01,121.083,1378.0,1378.0
2021-02-01,120.858,1375.0,1375.0
2021-03-01,194.221,2210.0,2210.0
2021-04-01,231.185,2630.0,2630.0
2021-05-01,143.293,1630.0,1630.0
2021-06-01,253.442,2883.0,2883.0
2021-07-01,251.171,2857.0,2857.0
2021-08-01,256.936,2923.0,2923.0
2021-09-01,212.619,2419.0,2419.0
2021-10-01,238.886,2718.0,2718.0
2021-11-01,285.144,3244.0,3244.0
2021-12-01,288.162,3278.0,3278.0
2022-01-01,2618.639,30314.0,30314.0
2022-02-01,1254.342,14521.0,14521.0
2022-03-01,2327.358,26943.0,26943.0
2022-04-01,1860.556,21539.0,21539.0
2022-05-01,1823.344,21108.0,21108.0
2022-06-01,2640.461,30567.0,30567.0
2022-07-01,3363.346,38936.0,38936.0
2022-08-01,3363.896,38942.0,38942.0
2022-09-01,2973.214,34419.0,34419.0
2022-10-01,2301.668,26645.0,26645.0
2022-11-01,2318.88,26844.0,26844.0
2022-12-01,2698.296,31237.0,31237.0
2023-01-01,2098.849,25004.0,25004.0
2023-02-01,1899.577,22629.0,22629.0
2023-03-01,1957.302,23317.0,23317.0
2023-04-01,1683.757,20058.0,20058.0
2023-05-01,2365.207,28176.0,28176.0
2023-06-01,2480.299,29547.0,29547.0
2023-07-01,2777.219,33084.0,33084.0
2023-08-01,2753.906,32807.0,32807.0
2023-09-01,2283.498,27203.0,27203.0
2023-10-01,1355.81,16151.0,16151.0
2023-11-01,1414.3,16848.0,16848.0
2023-12-01,2132.276,25401.0,25401.0
2024-01-01,1818.453,23165.0,23165.0
2024-02-01,987.06,12575.0,12575.0
2024-03-01,1665.424,21218.0,21218.0
2024-04-01,1412.293,17993.0,17993.0
2024-05-01,1861.733,23719.0,23719.0
2024-06-01,2265.424,28862.0,28862.0
2024-07-01,2594.956,33060.0,33060.0
2024-08-01,2444.377,31142.0,31142.0
2024-09-01,1535.37,19561.0,19561.0
2024-10-01,1666.83,21236.0,21236.0
2024-11-01,1535.058,19557.0,19557.0
2024-12-01,949.022,12091.0,12091.0
