measured_on,Solar - Photovoltaic - Solar - Generation,Solar - Photovoltaic - Solar - Quantity Consumed For Electricity,Solar - Photovoltaic - Solar - Total Fuel Consumed
2021-01-01,74.877,662.0,662.0
2021-02-01,112.189,992.0,992.0
2021-03-01,192.276,1700.0,1700.0
2021-04-01,173.773,1537.0,1537.0
2021-05-01,220.622,1951.0,1951.0
2021-06-01,274.173,2425.0,2425.0
2021-07-01,248.952,2202.0,2202.0
2021-08-01,229.202,2027.0,2027.0
2021-09-01,195.217,1726.0,1726.0
2021-10-01,130.953,1158.0,1158.0
2021-11-01,80.505,712.0,712.0
2021-12-01,51.261,453.0,453.0
2022-01-01,88.568,302.0,302.0
2022-02-01,133.255,455.0,455.0
2022-03-01,175.118,598.0,598.0
2022-04-01,148.319,506.0,506.0
2022-05-01,219.054,747.0,747.0
2022-06-01,274.658,937.0,937.0
2022-07-01,267.017,911.0,911.0
2022-08-01,236.043,805.0,805.0
2022-09-01,221.51,756.0,756.0
2022-10-01,147.705,504.0,504.0
2022-11-01,79.604,272.0,272.0
2022-12-01,38.149,130.0,130.0
2023-01-01,99.0,338.0,338.0
2023-02-01,158.0,539.0,539.0
2023-03-01,204.0,696.0,696.0
2023-04-01,204.0,696.0,696.0
2023-05-01,235.0,802.0,802.0
2023-06-01,264.0,901.0,901.0
2023-07-01,293.0,1000.0,1000.0
2023-08-01,263.0,897.0,897.0
2023-09-01,181.0,618.0,618.0
2023-10-01,141.0,481.0,481.0
2023-11-01,98.0,334.0,334.0
2023-12-01,54.0,184.0,184.0
2024-01-01,72.0,246.0,246.0
2024-02-01,149.0,508.0,508.0
2024-03-01,199.0,679.0,679.0
2024-04-01,199.0,679.0,679.0
2024-05-01,188.0,641.0,641.0
2024-06-01,244.0,833.0,833.0
2024-07-01,231.0,788.0,788.0
2024-08-01,261.0,891.0,891.0
2024-09-01,237.0,809.0,809.0
2024-10-01,171.0,583.0,583.0
2024-11-01,80.0,273.0,273.0
2024-12-01,55.0,188.0,188.0
