measured_on,Solar - Photovoltaic - Solar - Generation,Solar - Photovoltaic - Solar - Quantity Consumed For Electricity,Solar - Photovoltaic - Solar - Total Fuel Consumed
2017-01-01,84.296,777.0,777.0
2017-02-01,137.335,1265.0,1265.0
2017-03-01,188.551,1737.0,1737.0
2017-04-01,198.816,1832.0,1832.0
2017-05-01,197.334,1818.0,1818.0
2017-06-01,237.028,2184.0,2184.0
2017-07-01,231.781,2135.0,2135.0
2017-08-01,229.842,2118.0,2118.0
2017-09-01,185.585,1710.0,1710.0
2017-10-01,163.912,1510.0,1510.0
2017-11-01,100.72,928.0,928.0
2017-12-01,73.8,680.0,680.0
2018-01-01,113.74,1035.0,1035.0
2018-02-01,124.52,1134.0,1134.0
2018-03-01,200.64,1827.0,1827.0
2018-04-01,223.96,2039.0,2039.0
2018-05-01,282.26,2570.0,2570.0
2018-06-01,275.22,2506.0,2506.0
2018-07-01,323.4,2944.0,2944.0
2018-08-01,261.36,2379.0,2379.0
2018-09-01,161.7,1472.0,1472.0
2018-10-01,155.1,1412.0,1412.0
2018-11-01,92.62,843.0,843.0
2018-12-01,128.48,1170.0,1170.0
2019-01-01,137.245,1222.0,1222.0
2019-02-01,158.503,1411.0,1411.0
2019-03-01,222.807,1984.0,1984.0
2019-04-01,244.198,2175.0,2175.0
2019-05-01,246.589,2196.0,2196.0
2019-06-01,271.965,2422.0,2422.0
2019-07-01,325.641,2900.0,2900.0
2019-08-01,269.574,2401.0,2401.0
2019-09-01,254.162,2263.0,2263.0
2019-10-01,171.922,1531.0,1531.0
2019-11-01,138.839,1236.0,1236.0
2019-12-01,87.555,780.0,780.0
2020-01-01,110.355,967.0,967.0
2020-02-01,144.547,1267.0,1267.0
2020-03-01,219.941,1928.0,1928.0
2020-04-01,210.88,1849.0,1849.0
2020-05-01,297.301,2606.0,2606.0
2020-06-01,280.889,2463.0,2463.0
2020-07-01,276.615,2425.0,2425.0
2020-08-01,261.485,2292.0,2292.0
2020-09-01,227.036,1990.0,1990.0
2020-10-01,165.063,1447.0,1447.0
2020-11-01,118.048,1035.0,1035.0
2020-12-01,89.84,788.0,788.0
2021-01-01,108.962,964.0,964.0
2021-02-01,86.063,761.0,761.0
2021-03-01,272.406,2409.0,2409.0
2021-04-01,220.479,1950.0,1950.0
2021-05-01,274.024,2423.0,2423.0
2021-06-01,284.069,2512.0,2512.0
2021-07-01,223.543,1977.0,1977.0
2021-08-01,225.331,1993.0,1993.0
2021-09-01,209.412,1852.0,1852.0
2021-10-01,154.761,1369.0,1369.0
2021-11-01,153.058,1354.0,1354.0
2021-12-01,81.892,724.0,724.0
2022-01-01,205.107,700.0,700.0
2022-02-01,134.979,461.0,461.0
2022-03-01,201.447,687.0,687.0
2022-04-01,246.128,840.0,840.0
2022-05-01,277.021,945.0,945.0
2022-06-01,278.638,951.0,951.0
2022-07-01,307.574,1049.0,1049.0
2022-08-01,271.319,926.0,926.0
2022-09-01,224.936,767.0,767.0
2022-10-01,178.298,608.0,608.0
2022-11-01,147.064,502.0,502.0
2022-12-01,95.489,326.0,326.0
2023-01-01,79.0,270.0,270.0
2023-02-01,152.0,519.0,519.0
2023-03-01,232.0,792.0,792.0
2023-04-01,240.0,819.0,819.0
2023-05-01,333.0,1136.0,1136.0
2023-06-01,241.0,822.0,822.0
2023-07-01,267.0,911.0,911.0
2023-08-01,236.0,805.0,805.0
2023-09-01,204.0,696.0,696.0
2023-10-01,187.0,638.0,638.0
2023-11-01,139.0,474.0,474.0
2023-12-01,78.0,266.0,266.0
2024-01-01,56.0,191.0,191.0
2024-02-01,166.0,566.0,566.0
2024-03-01,208.0,710.0,710.0
2024-04-01,230.0,785.0,785.0
2024-05-01,252.0,860.0,860.0
2024-06-01,279.0,952.0,952.0
2024-07-01,251.0,856.0,856.0
2024-08-01,248.0,846.0,846.0
2024-09-01,210.0,717.0,717.0
2024-10-01,219.0,747.0,747.0
2024-11-01,158.0,539.0,539.0
2024-12-01,82.0,280.0,280.0
