measured_on,Electricity used for energy storage Generation,Electricity used for energy storage Quantity Consumed For Electricity,Electricity used for energy storage Total Fuel Consumed,Solar Generation,Solar Quantity Consumed For Electricity,Solar Total Fuel Consumed
2020-08-01,-0.199,0.0,0.0,188.797,1655.0,1655.0
2020-09-01,-0.198,0.0,0.0,163.925,1437.0,1437.0
2020-10-01,-0.204,0.0,0.0,119.179,1045.0,1045.0
2020-11-01,-0.199,0.0,0.0,85.233,747.0,747.0
2020-12-01,-0.2,0.0,0.0,64.866,569.0,569.0
2021-01-01,-8.79,0.0,0.0,345.223,3053.0,3053.0
2021-02-01,-8.078,0.0,0.0,272.671,2412.0,2412.0
2021-03-01,-8.818,0.0,0.0,863.055,7633.0,7633.0
2021-04-01,-7.68,0.0,0.0,698.535,6178.0,6178.0
2021-05-01,-8.685,0.0,0.0,868.179,7678.0,7678.0
2021-06-01,-8.433,0.0,0.0,900.004,7960.0,7960.0
2021-07-01,-8.899,0.0,0.0,708.244,6264.0,6264.0
2021-08-01,-8.518,0.0,0.0,713.908,6314.0,6314.0
2021-09-01,-8.42,0.0,0.0,663.473,5868.0,5868.0
2021-10-01,-8.979,0.0,0.0,490.323,4336.0,4336.0
2021-11-01,-8.306,0.0,0.0,484.929,4289.0,4289.0
2021-12-01,-9.394,0.0,0.0,259.456,2295.0,2295.0
2022-01-01,-5.848,0.0,0.0,615.799,2101.0,2101.0
2022-02-01,-4.851,0.0,0.0,405.252,1383.0,1383.0
2022-03-01,-5.017,0.0,0.0,604.811,2064.0,2064.0
2022-04-01,-6.005,0.0,0.0,738.958,2521.0,2521.0
2022-05-01,-6.006,0.0,0.0,831.711,2838.0,2838.0
2022-06-01,-6.103,0.0,0.0,836.566,2854.0,2854.0
2022-07-01,-5.845,0.0,0.0,923.442,3151.0,3151.0
2022-08-01,-5.727,0.0,0.0,814.591,2779.0,2779.0
2022-09-01,-5.837,0.0,0.0,675.334,2304.0,2304.0
2022-10-01,-6.021,0.0,0.0,535.31,1826.0,1826.0
2022-11-01,-5.806,0.0,0.0,441.535,1507.0,1507.0
2022-12-01,-5.934,0.0,0.0,286.691,978.0,978.0
2023-01-01,-5.0,0.0,0.0,242.0,826.0,826.0
2023-02-01,-4.0,0.0,0.0,424.0,1447.0,1447.0
2023-03-01,-5.0,0.0,0.0,720.0,2457.0,2457.0
2023-04-01,-10.0,0.0,0.0,749.0,2556.0,2556.0
2023-05-01,-11.0,0.0,0.0,1102.0,3760.0,3760.0
2023-06-01,-8.0,0.0,0.0,689.0,2351.0,2351.0
2023-07-01,-10.0,0.0,0.0,795.0,2713.0,2713.0
2023-08-01,-9.0,0.0,0.0,779.0,2658.0,2658.0
2023-09-01,-9.0,0.0,0.0,637.0,2173.0,2173.0
2023-10-01,-7.0,0.0,0.0,542.0,1849.0,1849.0
2023-11-01,-9.0,0.0,0.0,472.0,1610.0,1610.0
2023-12-01,-7.0,0.0,0.0,260.0,887.0,887.0
