measured_on,Solar - Photovoltaic - Solar - Generation,Solar - Photovoltaic - Solar - Quantity Consumed For Electricity,Solar - Photovoltaic - Solar - Total Fuel Consumed
2019-01-01,250.828,2234.0,2234.0
2019-02-01,289.679,2580.0,2580.0
2019-03-01,407.202,3626.0,3626.0
2019-04-01,446.296,3974.0,3974.0
2019-05-01,450.666,4013.0,4013.0
2019-06-01,497.044,4426.0,4426.0
2019-07-01,595.142,5300.0,5300.0
2019-08-01,492.673,4387.0,4387.0
2019-09-01,464.507,4136.0,4136.0
2019-10-01,314.204,2798.0,2798.0
2019-11-01,253.743,2260.0,2260.0
2019-12-01,160.016,1425.0,1425.0
2020-01-01,222.365,1949.0,1949.0
2020-02-01,291.261,2553.0,2553.0
2020-03-01,443.179,3885.0,3885.0
2020-04-01,424.921,3725.0,3725.0
2020-05-01,599.058,5252.0,5252.0
2020-06-01,565.987,4962.0,4962.0
2020-07-01,557.375,4887.0,4887.0
2020-08-01,526.888,4619.0,4619.0
2020-09-01,457.475,4011.0,4011.0
2020-10-01,332.599,2916.0,2916.0
2020-11-01,237.866,2085.0,2085.0
2020-12-01,181.026,1587.0,1587.0
2021-01-01,217.971,1928.0,1928.0
2021-02-01,172.164,1523.0,1523.0
2021-03-01,544.931,4819.0,4819.0
2021-04-01,441.054,3901.0,3901.0
2021-05-01,548.167,4848.0,4848.0
2021-06-01,568.261,5026.0,5026.0
2021-07-01,447.184,3955.0,3955.0
2021-08-01,450.76,3987.0,3987.0
2021-09-01,418.916,3705.0,3705.0
2021-10-01,309.589,2738.0,2738.0
2021-11-01,306.183,2708.0,2708.0
2021-12-01,163.82,1449.0,1449.0
2022-01-01,389.127,1328.0,1328.0
2022-02-01,256.081,874.0,874.0
2022-03-01,382.184,1304.0,1304.0
2022-04-01,466.952,1593.0,1593.0
2022-05-01,525.564,1793.0,1793.0
2022-06-01,528.632,1804.0,1804.0
2022-07-01,583.529,1991.0,1991.0
2022-08-01,514.746,1756.0,1756.0
2022-09-01,426.748,1456.0,1456.0
2022-10-01,338.266,1154.0,1154.0
2022-11-01,279.009,952.0,952.0
2022-12-01,181.162,618.0,618.0
2023-01-01,140.0,478.0,478.0
2023-02-01,257.0,877.0,877.0
2023-03-01,404.0,1378.0,1378.0
2023-04-01,458.0,1563.0,1563.0
2023-05-01,662.0,2259.0,2259.0
2023-06-01,489.0,1668.0,1668.0
2023-07-01,529.0,1805.0,1805.0
2023-08-01,487.0,1662.0,1662.0
2023-09-01,394.0,1344.0,1344.0
2023-10-01,352.0,1201.0,1201.0
2023-11-01,299.0,1020.0,1020.0
2023-12-01,190.0,648.0,648.0
2024-01-01,104.0,355.0,355.0
2024-02-01,313.0,1068.0,1068.0
2024-03-01,409.0,1396.0,1396.0
2024-04-01,432.0,1474.0,1474.0
2024-05-01,502.0,1713.0,1713.0
2024-06-01,545.0,1860.0,1860.0
2024-07-01,539.0,1839.0,1839.0
2024-08-01,490.0,1672.0,1672.0
2024-09-01,430.0,1467.0,1467.0
2024-10-01,416.0,1419.0,1419.0
2024-11-01,311.0,1061.0,1061.0
2024-12-01,179.0,611.0,611.0
