measured_on,Natural Gas Generation,Natural Gas Quantity Consumed For Electricity,Natural Gas Total Fuel Consumed
2014-01-01,657.497,4638.0,4638.0
2014-02-01,613.989,4332.0,4332.0
2014-03-01,532.808,3760.0,3760.0
2014-04-01,506.627,3575.0,3575.0
2014-05-01,510.852,3605.0,3605.0
2014-06-01,503.611,3554.0,3554.0
2014-07-01,712.549,5028.0,5028.0
2014-08-01,735.528,5191.0,5191.0
2014-09-01,769.378,5430.0,5430.0
2014-10-01,758.983,5355.0,5355.0
2014-11-01,548.517,3871.0,3871.0
2014-12-01,596.661,4210.0,4210.0
2015-01-01,585.019,4240.0,4240.0
2015-02-01,433.19,3139.0,3139.0
2015-03-01,507.494,3678.0,3678.0
2015-04-01,487.001,3530.0,3530.0
2015-05-01,475.441,3445.0,3445.0
2015-06-01,668.553,4845.0,4845.0
2015-07-01,754.042,5465.0,5465.0
2015-08-01,795.376,5764.0,5764.0
2015-09-01,789.881,5724.0,5724.0
2015-10-01,760.891,5514.0,5514.0
2015-11-01,561.023,4066.0,4066.0
2015-12-01,600.089,4348.0,4348.0
2016-01-01,719.11,5117.0,5117.0
2016-02-01,570.705,4062.0,4062.0
2016-03-01,443.855,3159.0,3159.0
2016-04-01,424.47,3021.0,3021.0
2016-05-01,458.193,3261.0,3261.0
2016-06-01,697.063,4961.0,4961.0
2016-07-01,822.196,5851.0,5851.0
2016-08-01,909.379,6472.0,6472.0
2016-09-01,752.824,5358.0,5358.0
2016-10-01,742.606,5285.0,5285.0
2016-11-01,571.001,4064.0,4064.0
2016-12-01,646.598,4601.0,4601.0
2017-01-01,692.349,4965.0,4965.0
2017-02-01,528.456,3789.0,3789.0
2017-03-01,437.633,3138.0,3138.0
2017-04-01,390.939,2804.0,2804.0
2017-05-01,484.996,3478.0,3478.0
2017-06-01,638.086,4575.0,4575.0
2017-07-01,870.14,6240.0,6240.0
2017-08-01,982.266,7044.0,7044.0
2017-09-01,808.222,5796.0,5796.0
2017-10-01,765.44,5489.0,5489.0
2017-11-01,665.227,4770.0,4770.0
2017-12-01,705.246,5057.0,5057.0
2018-01-01,611.026,4422.0,4422.0
2018-02-01,536.495,3882.0,3882.0
2018-03-01,557.974,4038.0,4038.0
2018-04-01,419.922,3038.0,3038.0
